; TODO add documenation
; commit 1a48da31925b0dd
; date Tue Nov 11 12:03:20 2025
; UNITS:, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg CH4, Gg, Gg, Gg, Gg, Tg N, W/m2, W/m2, Gg, Gg, Gg
Date,CCl4_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CFC11_emissions,CFC12_emissions,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_emissions,CH4N,HCFC141b_emissions,HCFC142b_emissions,HCFC22_emissions,HFC4310_emissions,N2O_natural_emissions,RF_albedo,SV,halon1211_emissions,halon1301_emissions,halon2402_emissions
1754,0.024856862,0,0,0,0,0,105.07356,0,4274.9998,213.7070298628294,0,0,0,0,9.176315332805306,-9.1782901901971e-4,0.185762135640938,0.007723273,0,0
1755,0.024856862,0,0,0,0,0,105.09182,0,4275.9598,213.98880337975626,0,0,0,0,9.181272542620931,-0.00114728627377464,0.161490510042689,0.007723273,0,0
1756,0.024856862,0,0,0,0,0,105.08556,0,4275.6306,213.84166257545655,0,0,0,0,9.19159654457988,-0.00137674352852957,-0.064139903755506,0.007723273,0,0
1757,0.024856862,0,0,0,0,0,105.09137,0,4275.9361,213.7148657210281,0,0,0,0,9.170998657744573,-0.00160620078328449,0.0654814896339626,0.007723273,0,0
1758,0.024856862,0,0,0,0,0,105.09662,0,4276.2118,215.83938878902114,0,0,0,0,9.176146276011742,-0.00183565803803942,0.143706674085902,0.007723273,0,0
1759,0.024856862,0,0,0,0,0,105.08372,0,4275.5338,215.5650757111409,0,0,0,0,9.181234332297052,-0.00206511529279435,0.171560263737479,0.007723273,0,0
1760,0.024856862,0,0,0,0,0,105.04022,0,4273.2473,215.6962915367854,0,0,0,0,9.177015019969378,-0.00229457254754928,0.180988300871404,0.007723273,0,0
1761,0.024856862,0,0,0,0,0,105.09143,0,4275.9395,215.83159177657595,0,0,0,0,9.176729710081752,-0.0025240298023042,0.184158544358859,0.007723273,0,0
1762,0.024856862,0,0,0,0,0,105.08127,0,4275.4052,215.87424498924622,0,0,0,0,9.189083580913492,-0.00275348705705913,-0.719878886481706,0.007723273,0,0
1763,0.024856862,0,0,0,0,0,105.09332,0,4276.0386,215.10712331646778,0,0,0,0,9.186713006009708,-0.00298294431181406,-0.439960121291351,0.007723273,0,0
1764,0.024856862,0,0,0,0,0,105.1104,0,4276.9364,216.07269378386076,0,0,0,0,9.201218486380508,-0.00321240156656899,-0.0390473245778304,0.007723273,0,0
