"scenario","year","variable","hector","units"
"old",1910,"gmst",-0.0781398081511329,"relative to 1951-1980"
"old",1911,"gmst",-0.071500252433962,"relative to 1951-1980"
"old",1912,"gmst",-0.101234993190857,"relative to 1951-1980"
"old",1913,"gmst",-0.129718526703732,"relative to 1951-1980"
"old",1914,"gmst",-0.121628415227508,"relative to 1951-1980"
"old",1915,"gmst",-0.102190577167439,"relative to 1951-1980"
"old",1916,"gmst",-0.0881127665545464,"relative to 1951-1980"
"old",1917,"gmst",-0.0789894842231541,"relative to 1951-1980"
"old",1918,"gmst",-0.0716875332521903,"relative to 1951-1980"
"old",1919,"gmst",-0.0615321738728866,"relative to 1951-1980"
"old",1920,"gmst",-0.0555308386882653,"relative to 1951-1980"
"old",1921,"gmst",-0.0455738471287378,"relative to 1951-1980"
"old",1922,"gmst",-0.0459815149496763,"relative to 1951-1980"
"old",1923,"gmst",-0.0477134040701667,"relative to 1951-1980"
"old",1924,"gmst",-0.0415384172373205,"relative to 1951-1980"
"old",1925,"gmst",-0.0359651203365632,"relative to 1951-1980"
"old",1926,"gmst",-0.0311598466031984,"relative to 1951-1980"
"old",1927,"gmst",-0.0286375772128357,"relative to 1951-1980"
"old",1928,"gmst",-0.0277370502585996,"relative to 1951-1980"
"old",1929,"gmst",-0.0406189915234808,"relative to 1951-1980"
"old",1930,"gmst",-0.0341860903115686,"relative to 1951-1980"
"old",1931,"gmst",-0.0225108778763367,"relative to 1951-1980"
"old",1932,"gmst",-0.0218410539476304,"relative to 1951-1980"
"old",1933,"gmst",-0.0137152973008956,"relative to 1951-1980"
"old",1934,"gmst",-0.00672227541310384,"relative to 1951-1980"
"old",1935,"gmst",-0.00266413520054021,"relative to 1951-1980"
"old",1936,"gmst",-0.00133861970214626,"relative to 1951-1980"
"old",1937,"gmst",-0.00127153930620863,"relative to 1951-1980"
"old",1938,"gmst",0.00286772053078779,"relative to 1951-1980"
"old",1939,"gmst",0.00426451454380843,"relative to 1951-1980"
"old",1940,"gmst",0.00370757023863279,"relative to 1951-1980"
"old",1941,"gmst",0.0032448856129272,"relative to 1951-1980"
"old",1942,"gmst",0.00253796242157917,"relative to 1951-1980"
"old",1943,"gmst",0.00299360496795059,"relative to 1951-1980"
"old",1944,"gmst",0.00516979569159014,"relative to 1951-1980"
"old",1945,"gmst",0.0126623967073163,"relative to 1951-1980"
"old",1946,"gmst",0.0201410817237347,"relative to 1951-1980"
"old",1947,"gmst",0.0227772053809841,"relative to 1951-1980"
"old",1948,"gmst",0.0241140156452575,"relative to 1951-1980"
"old",1949,"gmst",0.0270874221391101,"relative to 1951-1980"
"old",1950,"gmst",0.0260273726126773,"relative to 1951-1980"
"old",1951,"gmst",0.0267365291066534,"relative to 1951-1980"
"old",1952,"gmst",0.0278400325627528,"relative to 1951-1980"
"old",1953,"gmst",0.0290051680096082,"relative to 1951-1980"
"old",1954,"gmst",0.0315223912298515,"relative to 1951-1980"
"old",1955,"gmst",0.0316111182421885,"relative to 1951-1980"
"old",1956,"gmst",0.0294696546881027,"relative to 1951-1980"
"old",1957,"gmst",0.0269416094895924,"relative to 1951-1980"
"old",1958,"gmst",0.0285242307279357,"relative to 1951-1980"
"old",1959,"gmst",0.0297545376428274,"relative to 1951-1980"
"old",1960,"gmst",0.0310783522224441,"relative to 1951-1980"
"old",1961,"gmst",0.0247167533150864,"relative to 1951-1980"
"old",1962,"gmst",0.00971226056344573,"relative to 1951-1980"
"old",1963,"gmst",-0.0609841349362334,"relative to 1951-1980"
"old",1964,"gmst",-0.104281005637372,"relative to 1951-1980"
"old",1965,"gmst",-0.108200235016563,"relative to 1951-1980"
"old",1966,"gmst",-0.0776891043348927,"relative to 1951-1980"
"old",1967,"gmst",-0.0690622238365837,"relative to 1951-1980"
"old",1968,"gmst",-0.0577001838552038,"relative to 1951-1980"
"old",1969,"gmst",-0.0415757015748193,"relative to 1951-1980"
"old",1970,"gmst",-0.0306069784365384,"relative to 1951-1980"
"old",1971,"gmst",-0.0281852922537911,"relative to 1951-1980"
"old",1972,"gmst",-0.0202337024324425,"relative to 1951-1980"
"old",1973,"gmst",-0.00315143239553271,"relative to 1951-1980"
"old",1974,"gmst",0.0103759561385412,"relative to 1951-1980"
"old",1975,"gmst",0.00145209950764219,"relative to 1951-1980"
"old",1976,"gmst",0.0136838786357395,"relative to 1951-1980"
"old",1977,"gmst",0.0342775422695698,"relative to 1951-1980"
"old",1978,"gmst",0.0551296704251599,"relative to 1951-1980"
"old",1979,"gmst",0.0729088841438457,"relative to 1951-1980"
"old",1980,"gmst",0.0869293257889862,"relative to 1951-1980"
"old",1981,"gmst",0.101406086070486,"relative to 1951-1980"
"old",1982,"gmst",0.0965647779520109,"relative to 1951-1980"
"old",1983,"gmst",0.059772836533775,"relative to 1951-1980"
"old",1984,"gmst",0.07095056333922,"relative to 1951-1980"
"old",1985,"gmst",0.101739144853377,"relative to 1951-1980"
"old",1986,"gmst",0.129167079916337,"relative to 1951-1980"
"old",1987,"gmst",0.155513274067492,"relative to 1951-1980"
"old",1988,"gmst",0.183428399835504,"relative to 1951-1980"
"old",1989,"gmst",0.211667152310475,"relative to 1951-1980"
"old",1990,"gmst",0.236363040415922,"relative to 1951-1980"
"old",1991,"gmst",0.209772933430248,"relative to 1951-1980"
"old",1992,"gmst",0.102178538575966,"relative to 1951-1980"
"old",1993,"gmst",0.0950474662713421,"relative to 1951-1980"
"old",1994,"gmst",0.152318791907627,"relative to 1951-1980"
"old",1995,"gmst",0.215068262551137,"relative to 1951-1980"
"old",1996,"gmst",0.268817750088179,"relative to 1951-1980"
"old",1997,"gmst",0.303604389953695,"relative to 1951-1980"
"old",1998,"gmst",0.335716813255779,"relative to 1951-1980"
"old",1999,"gmst",0.374379770293614,"relative to 1951-1980"
"old",2000,"gmst",0.40961080367701,"relative to 1951-1980"
"old",2001,"gmst",0.439692682203634,"relative to 1951-1980"
"old",2002,"gmst",0.461332689917478,"relative to 1951-1980"
"old",2003,"gmst",0.478774548625704,"relative to 1951-1980"
"old",2004,"gmst",0.498636303809525,"relative to 1951-1980"
"old",2005,"gmst",0.515152051806236,"relative to 1951-1980"
"old",1745,"OHC",-229.11058744144,"2005-2014 base period"
"old",1746,"OHC",-229.11058744144,"2005-2014 base period"
"old",1747,"OHC",-229.11058744144,"2005-2014 base period"
"old",1748,"OHC",-229.11058744144,"2005-2014 base period"
"old",1749,"OHC",-229.11058744144,"2005-2014 base period"
"old",1750,"OHC",-229.11058744144,"2005-2014 base period"
"old",1751,"OHC",-229.053794497534,"2005-2014 base period"
"old",1752,"OHC",-228.900481245781,"2005-2014 base period"
"old",1753,"OHC",-228.718658940893,"2005-2014 base period"
"old",1754,"OHC",-228.592360212018,"2005-2014 base period"
"old",1755,"OHC",-228.631676128955,"2005-2014 base period"
"old",1756,"OHC",-230.348159862865,"2005-2014 base period"
"old",1757,"OHC",-232.671789791094,"2005-2014 base period"
"old",1758,"OHC",-233.43078926726,"2005-2014 base period"
"old",1759,"OHC",-233.347231553447,"2005-2014 base period"
"old",1760,"OHC",-233.031551043644,"2005-2014 base period"
"old",1761,"OHC",-232.648355771534,"2005-2014 base period"
"old",1762,"OHC",-238.576939598573,"2005-2014 base period"
"old",1763,"OHC",-248.596928349546,"2005-2014 base period"
"old",1764,"OHC",-253.279416690012,"2005-2014 base period"
"old",1765,"OHC",-253.786674888642,"2005-2014 base period"
"old",1766,"OHC",-255.255673905319,"2005-2014 base period"
"old",1767,"OHC",-259.041485121935,"2005-2014 base period"
"old",1768,"OHC",-261.35656288463,"2005-2014 base period"
"old",1769,"OHC",-261.10010110494,"2005-2014 base period"
"old",1770,"OHC",-260.798583565326,"2005-2014 base period"
"old",1771,"OHC",-260.824478888952,"2005-2014 base period"
"old",1772,"OHC",-260.0356934333,"2005-2014 base period"
"old",1773,"OHC",-258.730326074888,"2005-2014 base period"
"old",1774,"OHC",-257.433196314403,"2005-2014 base period"
"old",1775,"OHC",-256.220944682357,"2005-2014 base period"
"old",1776,"OHC",-255.019355066102,"2005-2014 base period"
"old",1777,"OHC",-253.908485521666,"2005-2014 base period"
"old",1778,"OHC",-252.925517861384,"2005-2014 base period"
"old",1779,"OHC",-252.002053024989,"2005-2014 base period"
"old",1780,"OHC",-251.158823759632,"2005-2014 base period"
"old",1781,"OHC",-250.377273029219,"2005-2014 base period"
"old",1782,"OHC",-249.591318880674,"2005-2014 base period"
"old",1783,"OHC",-261.419330746997,"2005-2014 base period"
"old",1784,"OHC",-298.411514002812,"2005-2014 base period"
"old",1785,"OHC",-331.668672070213,"2005-2014 base period"
"old",1786,"OHC",-342.093821717066,"2005-2014 base period"
"old",1787,"OHC",-342.986833163848,"2005-2014 base period"
"old",1788,"OHC",-339.936159787006,"2005-2014 base period"
"old",1789,"OHC",-335.588038245759,"2005-2014 base period"
"old",1790,"OHC",-331.145810038561,"2005-2014 base period"
"old",1791,"OHC",-326.984325262899,"2005-2014 base period"
"old",1792,"OHC",-323.148934983492,"2005-2014 base period"
"old",1793,"OHC",-319.681712855736,"2005-2014 base period"
"old",1794,"OHC",-316.649857832277,"2005-2014 base period"
"old",1795,"OHC",-313.93783852268,"2005-2014 base period"
"old",1796,"OHC",-312.294173102121,"2005-2014 base period"
"old",1797,"OHC",-312.408494233594,"2005-2014 base period"
"old",1798,"OHC",-312.605544399168,"2005-2014 base period"
"old",1799,"OHC",-311.544041323204,"2005-2014 base period"
"old",1800,"OHC",-309.76531630518,"2005-2014 base period"
"old",1801,"OHC",-307.793407928766,"2005-2014 base period"
"old",1802,"OHC",-305.818163077994,"2005-2014 base period"
"old",1803,"OHC",-303.901817544534,"2005-2014 base period"
"old",1804,"OHC",-302.007153590172,"2005-2014 base period"
"old",1805,"OHC",-300.233506891191,"2005-2014 base period"
"old",1806,"OHC",-298.576678844358,"2005-2014 base period"
"old",1807,"OHC",-296.981322091376,"2005-2014 base period"
"old",1808,"OHC",-295.53741843256,"2005-2014 base period"
"old",1809,"OHC",-319.136926271473,"2005-2014 base period"
"old",1810,"OHC",-359.126894741656,"2005-2014 base period"
"old",1811,"OHC",-378.535566316445,"2005-2014 base period"
"old",1812,"OHC",-381.048218976285,"2005-2014 base period"
"old",1813,"OHC",-377.620671996104,"2005-2014 base period"
"old",1814,"OHC",-372.723286649855,"2005-2014 base period"
"old",1815,"OHC",-392.473505660804,"2005-2014 base period"
"old",1816,"OHC",-443.023435820405,"2005-2014 base period"
"old",1817,"OHC",-478.653396473881,"2005-2014 base period"
"old",1818,"OHC",-484.786631919325,"2005-2014 base period"
"old",1819,"OHC",-479.757159296529,"2005-2014 base period"
"old",1820,"OHC",-471.639117881467,"2005-2014 base period"
"old",1821,"OHC",-463.952971189558,"2005-2014 base period"
"old",1822,"OHC",-457.54023142503,"2005-2014 base period"
"old",1823,"OHC",-454.197729356364,"2005-2014 base period"
"old",1824,"OHC",-451.989332155547,"2005-2014 base period"
"old",1825,"OHC",-447.52828293457,"2005-2014 base period"
"old",1826,"OHC",-442.139210759949,"2005-2014 base period"
"old",1827,"OHC",-436.686940375993,"2005-2014 base period"
"old",1828,"OHC",-431.584466671751,"2005-2014 base period"
"old",1829,"OHC",-426.836710738277,"2005-2014 base period"
"old",1830,"OHC",-422.36937435508,"2005-2014 base period"
"old",1831,"OHC",-435.198888560768,"2005-2014 base period"
"old",1832,"OHC",-459.189219617039,"2005-2014 base period"
"old",1833,"OHC",-469.237505083971,"2005-2014 base period"
"old",1834,"OHC",-468.202560310344,"2005-2014 base period"
"old",1835,"OHC",-475.838702749054,"2005-2014 base period"
"old",1836,"OHC",-490.539383702284,"2005-2014 base period"
"old",1837,"OHC",-494.922862341,"2005-2014 base period"
"old",1838,"OHC",-491.351530104666,"2005-2014 base period"
"old",1839,"OHC",-485.220215590773,"2005-2014 base period"
"old",1840,"OHC",-478.630214992473,"2005-2014 base period"
"old",1841,"OHC",-472.283261569781,"2005-2014 base period"
"old",1842,"OHC",-466.326699999854,"2005-2014 base period"
"old",1843,"OHC",-460.712360782576,"2005-2014 base period"
"old",1844,"OHC",-455.388467674262,"2005-2014 base period"
"old",1845,"OHC",-450.423182103541,"2005-2014 base period"
"old",1846,"OHC",-447.027499490442,"2005-2014 base period"
"old",1847,"OHC",-444.679716095859,"2005-2014 base period"
"old",1848,"OHC",-441.562201372717,"2005-2014 base period"
"old",1849,"OHC",-437.783213400315,"2005-2014 base period"
"old",1850,"OHC",-433.822801354537,"2005-2014 base period"
"old",1851,"OHC",-429.838904502759,"2005-2014 base period"
"old",1852,"OHC",-425.886951495978,"2005-2014 base period"
"old",1853,"OHC",-423.225615364867,"2005-2014 base period"
"old",1854,"OHC",-422.096586399528,"2005-2014 base period"
"old",1855,"OHC",-420.298590496686,"2005-2014 base period"
"old",1856,"OHC",-417.470516113226,"2005-2014 base period"
"old",1857,"OHC",-415.802852507532,"2005-2014 base period"
"old",1858,"OHC",-414.414304912775,"2005-2014 base period"
"old",1859,"OHC",-411.639250040988,"2005-2014 base period"
"old",1860,"OHC",-408.287822251389,"2005-2014 base period"
"old",1861,"OHC",-405.272050448767,"2005-2014 base period"
"old",1862,"OHC",-407.925408147268,"2005-2014 base period"
"old",1863,"OHC",-412.974653821839,"2005-2014 base period"
"old",1864,"OHC",-413.011539465875,"2005-2014 base period"
"old",1865,"OHC",-410.118446033402,"2005-2014 base period"
"old",1866,"OHC",-406.333583021,"2005-2014 base period"
"old",1867,"OHC",-402.403792124379,"2005-2014 base period"
"old",1868,"OHC",-398.650800799513,"2005-2014 base period"
"old",1869,"OHC",-395.03430490614,"2005-2014 base period"
"old",1870,"OHC",-391.540686984785,"2005-2014 base period"
"old",1871,"OHC",-388.140676451316,"2005-2014 base period"
"old",1872,"OHC",-384.766138405972,"2005-2014 base period"
"old",1873,"OHC",-382.978719855984,"2005-2014 base period"
"old",1874,"OHC",-381.900639423288,"2005-2014 base period"
"old",1875,"OHC",-379.792094618832,"2005-2014 base period"
"old",1876,"OHC",-377.434282455219,"2005-2014 base period"
"old",1877,"OHC",-374.762380002968,"2005-2014 base period"
"old",1878,"OHC",-371.737921046319,"2005-2014 base period"
"old",1879,"OHC",-368.686828845592,"2005-2014 base period"
"old",1880,"OHC",-366.001721567378,"2005-2014 base period"
"old",1881,"OHC",-363.657066825886,"2005-2014 base period"
"old",1882,"OHC",-361.074184308298,"2005-2014 base period"
"old",1883,"OHC",-361.801340937031,"2005-2014 base period"
"old",1884,"OHC",-376.447999756379,"2005-2014 base period"
"old",1885,"OHC",-392.573491730594,"2005-2014 base period"
"old",1886,"OHC",-395.618778101821,"2005-2014 base period"
"old",1887,"OHC",-393.862831979179,"2005-2014 base period"
"old",1888,"OHC",-390.692571625283,"2005-2014 base period"
"old",1889,"OHC",-386.293478217769,"2005-2014 base period"
"old",1890,"OHC",-382.647616982257,"2005-2014 base period"
"old",1891,"OHC",-381.29091164125,"2005-2014 base period"
"old",1892,"OHC",-379.916326490104,"2005-2014 base period"
"old",1893,"OHC",-376.557367026739,"2005-2014 base period"
"old",1894,"OHC",-372.601659862875,"2005-2014 base period"
"old",1895,"OHC",-368.840523093112,"2005-2014 base period"
"old",1896,"OHC",-365.212519985734,"2005-2014 base period"
"old",1897,"OHC",-361.765611112146,"2005-2014 base period"
"old",1898,"OHC",-358.515168318892,"2005-2014 base period"
"old",1899,"OHC",-355.517805592577,"2005-2014 base period"
"old",1900,"OHC",-352.756704503022,"2005-2014 base period"
"old",1901,"OHC",-350.067061010539,"2005-2014 base period"
"old",1902,"OHC",-348.132169684756,"2005-2014 base period"
"old",1903,"OHC",-352.601437443727,"2005-2014 base period"
"old",1904,"OHC",-359.382966139348,"2005-2014 base period"
"old",1905,"OHC",-360.355064575635,"2005-2014 base period"
"old",1906,"OHC",-358.09430454772,"2005-2014 base period"
"old",1907,"OHC",-356.162845728049,"2005-2014 base period"
"old",1908,"OHC",-354.715146160702,"2005-2014 base period"
"old",1909,"OHC",-352.324559823092,"2005-2014 base period"
"old",1910,"OHC",-349.677417863434,"2005-2014 base period"
"old",1911,"OHC",-347.125331031926,"2005-2014 base period"
"old",1912,"OHC",-347.676576915282,"2005-2014 base period"
"old",1913,"OHC",-351.826911740837,"2005-2014 base period"
"old",1914,"OHC",-353.810427532852,"2005-2014 base period"
"old",1915,"OHC",-352.001203910262,"2005-2014 base period"
"old",1916,"OHC",-349.02519929148,"2005-2014 base period"
"old",1917,"OHC",-346.187107080248,"2005-2014 base period"
"old",1918,"OHC",-343.505469331038,"2005-2014 base period"
"old",1919,"OHC",-340.517136276881,"2005-2014 base period"
"old",1920,"OHC",-337.448781001351,"2005-2014 base period"
"old",1921,"OHC",-334.223614064798,"2005-2014 base period"
"old",1922,"OHC",-331.416467466486,"2005-2014 base period"
"old",1923,"OHC",-329.603169584867,"2005-2014 base period"
"old",1924,"OHC",-327.393617863568,"2005-2014 base period"
"old",1925,"OHC",-324.608931130603,"2005-2014 base period"
"old",1926,"OHC",-321.828459541904,"2005-2014 base period"
"old",1927,"OHC",-319.217396372439,"2005-2014 base period"
"old",1928,"OHC",-316.925181279158,"2005-2014 base period"
"old",1929,"OHC",-316.047822312119,"2005-2014 base period"
"old",1930,"OHC",-314.992370173707,"2005-2014 base period"
"old",1931,"OHC",-312.001786554529,"2005-2014 base period"
"old",1932,"OHC",-309.245821622298,"2005-2014 base period"
"old",1933,"OHC",-306.58113544465,"2005-2014 base period"
"old",1934,"OHC",-303.286525018068,"2005-2014 base period"
"old",1935,"OHC",-300.177765803328,"2005-2014 base period"
"old",1936,"OHC",-297.462579339198,"2005-2014 base period"
"old",1937,"OHC",-295.121523255116,"2005-2014 base period"
"old",1938,"OHC",-292.629017422702,"2005-2014 base period"
"old",1939,"OHC",-290.05835979811,"2005-2014 base period"
"old",1940,"OHC",-287.890360421765,"2005-2014 base period"
"old",1941,"OHC",-285.954740008909,"2005-2014 base period"
"old",1942,"OHC",-284.14021649238,"2005-2014 base period"
"old",1943,"OHC",-282.340016078171,"2005-2014 base period"
"old",1944,"OHC",-280.350161360842,"2005-2014 base period"
"old",1945,"OHC",-277.740720899251,"2005-2014 base period"
"old",1946,"OHC",-274.535887458197,"2005-2014 base period"
"old",1947,"OHC",-271.535545858136,"2005-2014 base period"
"old",1948,"OHC",-268.956711043317,"2005-2014 base period"
"old",1949,"OHC",-266.37351701994,"2005-2014 base period"
"old",1950,"OHC",-264.032252087395,"2005-2014 base period"
"old",1951,"OHC",-261.942965662273,"2005-2014 base period"
"old",1952,"OHC",-259.755423763367,"2005-2014 base period"
"old",1953,"OHC",-257.571066457063,"2005-2014 base period"
"old",1954,"OHC",-255.280254006992,"2005-2014 base period"
"old",1955,"OHC",-253.077472296901,"2005-2014 base period"
"old",1956,"OHC",-251.293423434208,"2005-2014 base period"
"old",1957,"OHC",-249.834796117378,"2005-2014 base period"
"old",1958,"OHC",-248.189806914653,"2005-2014 base period"
"old",1959,"OHC",-246.278071364688,"2005-2014 base period"
"old",1960,"OHC",-244.362975146845,"2005-2014 base period"
"old",1961,"OHC",-243.096776777792,"2005-2014 base period"
"old",1962,"OHC",-243.392784193665,"2005-2014 base period"
"old",1963,"OHC",-249.80405475084,"2005-2014 base period"
"old",1964,"OHC",-260.236115959462,"2005-2014 base period"
"old",1965,"OHC",-266.834537481676,"2005-2014 base period"
"old",1966,"OHC",-267.564451226979,"2005-2014 base period"
"old",1967,"OHC",-266.23467470041,"2005-2014 base period"
"old",1968,"OHC",-265.386776280687,"2005-2014 base period"
"old",1969,"OHC",-263.264189897024,"2005-2014 base period"
"old",1970,"OHC",-260.618841445857,"2005-2014 base period"
"old",1971,"OHC",-258.665258911025,"2005-2014 base period"
"old",1972,"OHC",-256.768434093804,"2005-2014 base period"
"old",1973,"OHC",-253.486168602369,"2005-2014 base period"
"old",1974,"OHC",-249.356873304619,"2005-2014 base period"
"old",1975,"OHC",-247.04890340528,"2005-2014 base period"
"old",1976,"OHC",-244.866505033994,"2005-2014 base period"
"old",1977,"OHC",-240.211643206283,"2005-2014 base period"
"old",1978,"OHC",-234.342604157789,"2005-2014 base period"
"old",1979,"OHC",-228.060237311604,"2005-2014 base period"
"old",1980,"OHC",-221.844585994444,"2005-2014 base period"
"old",1981,"OHC",-215.577982666612,"2005-2014 base period"
"old",1982,"OHC",-210.744290730995,"2005-2014 base period"
"old",1983,"OHC",-210.543191870633,"2005-2014 base period"
"old",1984,"OHC",-209.935755172374,"2005-2014 base period"
"old",1985,"OHC",-204.124914955573,"2005-2014 base period"
"old",1986,"OHC",-196.211347865847,"2005-2014 base period"
"old",1987,"OHC",-187.603993647785,"2005-2014 base period"
"old",1988,"OHC",-178.111779981188,"2005-2014 base period"
"old",1989,"OHC",-167.743872973876,"2005-2014 base period"
"old",1990,"OHC",-156.988603597694,"2005-2014 base period"
"old",1991,"OHC",-150.525695422655,"2005-2014 base period"
"old",1992,"OHC",-156.204595123137,"2005-2014 base period"
"old",1993,"OHC",-162.992977335739,"2005-2014 base period"
"old",1994,"OHC",-157.77695224397,"2005-2014 base period"
"old",1995,"OHC",-145.455165559672,"2005-2014 base period"
"old",1996,"OHC",-130.865926232874,"2005-2014 base period"
"old",1997,"OHC",-116.54777977757,"2005-2014 base period"
"old",1998,"OHC",-102.829837482436,"2005-2014 base period"
"old",1999,"OHC",-88.0976803155205,"2005-2014 base period"
"old",2000,"OHC",-72.4412797548606,"2005-2014 base period"
"old",2001,"OHC",-56.8256636286348,"2005-2014 base period"
"old",2002,"OHC",-41.8754711302841,"2005-2014 base period"
"old",2003,"OHC",-27.7911620944107,"2005-2014 base period"
"old",2004,"OHC",-13.8531830820062,"2005-2014 base period"
"old",2005,"OHC",0,"2005-2014 base period"
