"scenario","year","variable","value","old","units","SE"
"BC_emissions",1750,"global_tas",0,0,"degC",0
"BC_emissions",1751,"global_tas",0.00069654058090104,0.000694841443843403,"degC",2.88706674063613e-12
"BC_emissions",1752,"global_tas",0.00179903382415425,0.00179408573529229,"degC",2.44835833857942e-11
"BC_emissions",1753,"global_tas",0.00256877287913475,0.00255926475058154,"degC",9.04045085843063e-11
"BC_emissions",1754,"global_tas",0.00264868801660441,0.00263341418575935,"degC",2.33289908683598e-10
"BC_emissions",1755,"global_tas",0.00123117269457773,0.00120952977149949,"degC",4.68416119370653e-10
"BC_emissions",1756,"global_tas",-0.0190271399177127,-0.0190553129135976,"degC",7.93717697134433e-10
"BC_emissions",1757,"global_tas",-0.0251173384504226,-0.0251532349124251,"degC",1.2885559843031e-09
"BC_emissions",1758,"global_tas",-0.0210620128261647,-0.0211057779738832,"degC",1.91538815482137e-09
"BC_emissions",1759,"global_tas",-0.0155025715164003,-0.0155544908464732,"degC",2.69561683521735e-09
"BC_emissions",1760,"global_tas",-0.0112361509945497,-0.0112966869209524,"degC",3.66459838543036e-09
"BC_emissions",1761,"global_tas",-0.00760267496886552,-0.00767237468206915,"degC",4.85805002066914e-09
"BC_emissions",1762,"global_tas",-0.082569501133253,-0.0826486819005202,"degC",6.26959390501249e-09
"BC_emissions",1763,"global_tas",-0.1212264223826,-0.121315676545785,"degC",7.96630564591728e-09
"BC_emissions",1764,"global_tas",-0.110230355065079,-0.11032973311764,"degC",9.87599733070268e-09
"BC_emissions",1765,"global_tas",-0.0885350453844077,-0.0886456093455643,"degC",1.22243895066335e-08
"BC_emissions",1766,"global_tas",-0.0978330776286129,-0.0979547390981719,"degC",1.4801513175255e-08
"BC_emissions",1767,"global_tas",-0.112884782730524,-0.113017857826879,"degC",1.77089812700893e-08
"BC_emissions",1768,"global_tas",-0.103116436602607,-0.103261966550738,"degC",2.11789658030103e-08
"BC_emissions",1769,"global_tas",-0.0848648231567665,-0.0850225370553197,"degC",2.48736737968603e-08
"BC_emissions",1770,"global_tas",-0.0798235795943853,-0.0799936362324847,"degC",2.89192601616637e-08
"BC_emissions",1771,"global_tas",-0.0722762935965593,-0.0724587639947616,"degC",3.32954462200888e-08
"BC_emissions",1772,"global_tas",-0.0603888164061223,-0.0605842660286079,"degC",3.82005549297682e-08
"BC_emissions",1773,"global_tas",-0.0493246594469788,-0.0495338416009105,"degC",4.37571735235067e-08
"BC_emissions",1774,"global_tas",-0.0414342329483534,-0.0416583812741425,"degC",5.0242471954015e-08
"BC_emissions",1775,"global_tas",-0.0345951483216435,-0.0348344034907659,"degC",5.72430359518102e-08
"BC_emissions",1776,"global_tas",-0.0287748235491316,-0.0290287977538759,"degC",6.45028966754847e-08
"BC_emissions",1777,"global_tas",-0.0243463139469214,-0.0246158747285731,"degC",7.26630150046868e-08
"BC_emissions",1778,"global_tas",-0.020987650214643,-0.0212733776302286,"degC",8.16401560171846e-08
"BC_emissions",1779,"global_tas",-0.0177311562617885,-0.0180327950046708,"degC",9.09859312076377e-08
"BC_emissions",1780,"global_tas",-0.0155639770680745,-0.0158712509418535,"degC",9.441723350718e-08
"BC_emissions",1781,"global_tas",-0.013171437657309,-0.0134870154528357,"degC",9.95893450295109e-08
"BC_emissions",1782,"global_tas",-0.0109298139372525,-0.0112564654494118,"degC",1.06701210395957e-07
"BC_emissions",1783,"global_tas",-0.163175039299613,-0.16351455662938,"degC",1.15272017211513e-07
"BC_emissions",1784,"global_tas",-0.45138702630486,-0.45174111057507,"degC",1.25375670410029e-07
"BC_emissions",1785,"global_tas",-0.491049918494975,-0.491419548136916,"degC",1.36626072201378e-07
"BC_emissions",1786,"global_tas",-0.428652461853508,-0.429037442654178,"degC",1.48210216884693e-07
"BC_emissions",1787,"global_tas",-0.351836714712775,-0.352238163620095,"degC",1.61161225188352e-07
"BC_emissions",1788,"global_tas",-0.284512139030463,-0.28493167767785,"degC",1.76012676651385e-07
"BC_emissions",1789,"global_tas",-0.231665427978628,-0.232103324307509,"degC",1.91753194847359e-07
"BC_emissions",1790,"global_tas",-0.192119381085247,-0.192575677918543,"degC",2.08206800076018e-07
"BC_emissions",1791,"global_tas",-0.161729577742434,-0.162206433609847,"degC",2.27391518286179e-07
"BC_emissions",1792,"global_tas",-0.13807870636833,-0.138581415847112,"degC",2.52716820056828e-07
"BC_emissions",1793,"global_tas",-0.119651377713747,-0.120181248761861,"degC",2.80763327629561e-07
"BC_emissions",1794,"global_tas",-0.10601160607152,-0.106571851300899,"degC",3.13874717042087e-07
"BC_emissions",1795,"global_tas",-0.0942243046469645,-0.0948157670568016,"degC",3.49827782250255e-07
"BC_emissions",1796,"global_tas",-0.0951292818130059,-0.0957537520811637,"degC",3.89963115813131e-07
"BC_emissions",1797,"global_tas",-0.104547027627494,-0.105205357044408,"degC",4.33397621174294e-07
"BC_emissions",1798,"global_tas",-0.102684997160513,-0.103377444326396,"degC",4.7948307753963e-07
"BC_emissions",1799,"global_tas",-0.0922849704623015,-0.0930104814991091,"degC",5.26366264529594e-07
"BC_emissions",1800,"global_tas",-0.0813209019793478,-0.0820799748053243,"degC",5.76191555136048e-07
"BC_emissions",1801,"global_tas",-0.0713738831778402,-0.0721698800092879,"degC",6.3361095567486e-07
"BC_emissions",1802,"global_tas",-0.0632580818973108,-0.0640960030614908,"degC",7.0211187738085e-07
"BC_emissions",1803,"global_tas",-0.0560698717578929,-0.0569505194725196,"degC",7.75540397277187e-07
"BC_emissions",1804,"global_tas",-0.0495087176304951,-0.0504350385546265,"degC",8.5807045448366e-07
"BC_emissions",1805,"global_tas",-0.0446733357126998,-0.0456466852342825,"degC",9.47409291165296e-07
"BC_emissions",1806,"global_tas",-0.0400780436205353,-0.0410993286648965,"degC",1.0430231418359e-06
"BC_emissions",1807,"global_tas",-0.0361550329430104,-0.037225085296218,"degC",1.14501203860506e-06
"BC_emissions",1808,"global_tas",-0.033443523209843,-0.0345649904643308,"degC",1.2576888028885e-06
"BC_emissions",1809,"global_tas",-0.336338209244809,-0.337511043672754,"degC",1.37554059537365e-06
"BC_emissions",1810,"global_tas",-0.498411573267607,-0.499638100747347,"degC",1.50436965855845e-06
"BC_emissions",1811,"global_tas",-0.464316380927758,-0.465599156006897,"degC",1.64551190366075e-06
"BC_emissions",1812,"global_tas",-0.379568732222462,-0.380911373206139,"degC",1.80268481104834e-06
"BC_emissions",1813,"global_tas",-0.303819534237953,-0.305224914588887,"degC",1.97509393079079e-06
"BC_emissions",1814,"global_tas",-0.24702082892845,-0.248492638895746,"degC",2.1662245798314e-06
"BC_emissions",1815,"global_tas",-0.507338005849805,-0.508876982533652,"degC",2.36844923342592e-06
"BC_emissions",1816,"global_tas",-0.81396853559477,-0.815576293532922,"degC",2.58488558769162e-06
"BC_emissions",1817,"global_tas",-0.800240284930761,-0.801917589689455,"degC",2.81335125353824e-06
"BC_emissions",1818,"global_tas",-0.671785425561938,-0.673534351402669,"degC",3.05874159637682e-06
"BC_emissions",1819,"global_tas",-0.546697524652906,-0.548518405727401,"degC",3.31560788745433e-06
"BC_emissions",1820,"global_tas",-0.449173104024776,-0.451067251389549,"degC",3.58779423947567e-06
"BC_emissions",1821,"global_tas",-0.384757513414493,-0.386726822820367,"degC",3.87817953606262e-06
"BC_emissions",1822,"global_tas",-0.337853884556537,-0.339902428467929,"degC",4.19653215689954e-06
"BC_emissions",1823,"global_tas",-0.330324617894696,-0.33245475235048,"degC",4.53747279971784e-06
"BC_emissions",1824,"global_tas",-0.304637235196188,-0.306852984274547,"degC",4.90954397824594e-06
"BC_emissions",1825,"global_tas",-0.269611498907699,-0.271913145204161,"degC",5.29757567401653e-06
"BC_emissions",1826,"global_tas",-0.236632878046812,-0.239022080144011,"degC",5.70828666126119e-06
"BC_emissions",1827,"global_tas",-0.209248951931354,-0.211725804137639,"degC",6.13479685177896e-06
"BC_emissions",1828,"global_tas",-0.187700762649579,-0.190269528070135,"degC",6.59855578584328e-06
"BC_emissions",1829,"global_tas",-0.169282966807754,-0.171943343350751,"degC",7.07760335052542e-06
"BC_emissions",1830,"global_tas",-0.153782550215611,-0.156532175295952,"degC",7.56043808243546e-06
"BC_emissions",1831,"global_tas",-0.348885174670277,-0.351728498682496,"degC",8.08449143846011e-06
"BC_emissions",1832,"global_tas",-0.446611327470403,-0.449556408483891,"degC",8.67350217600753e-06
"BC_emissions",1833,"global_tas",-0.413940269260198,-0.416994119249593,"degC",9.32599975772416e-06
"BC_emissions",1834,"global_tas",-0.349666703003321,-0.352833483437429,"degC",1.00284983178504e-05
"BC_emissions",1835,"global_tas",-0.444673744897866,-0.447952990450862,"degC",1.07534513968398e-05
"BC_emissions",1836,"global_tas",-0.479882402289618,-0.483274818763218,"degC",1.15084895303527e-05
"BC_emissions",1837,"global_tas",-0.429174745677715,-0.432683075350787,"degC",1.23083770949565e-05
"BC_emissions",1838,"global_tas",-0.361963149482439,-0.365591556507567,"degC",1.31653375400011e-05
"BC_emissions",1839,"global_tas",-0.304219019005144,-0.307967516045443,"degC",1.40512300611279e-05
"BC_emissions",1840,"global_tas",-0.259234300631688,-0.263101896388732,"degC",1.49582969399038e-05
"BC_emissions",1841,"global_tas",-0.224359860133113,-0.228356694665532,"degC",1.59746862795386e-05
"BC_emissions",1842,"global_tas",-0.196654999112372,-0.200783963976315,"degC",1.70483508476711e-05
"BC_emissions",1843,"global_tas",-0.173532530586938,-0.177795859757403,"degC",1.81759756157343e-05
"BC_emissions",1844,"global_tas",-0.154020196565648,-0.158421014514526,"degC",1.93671986191673e-05
"BC_emissions",1845,"global_tas",-0.138255119997713,-0.142796596049055,"degC",2.06250047249097e-05
"BC_emissions",1846,"global_tas",-0.13976442266107,-0.144448827347239,"degC",2.19436472638027e-05
"BC_emissions",1847,"global_tas",-0.135918857885898,-0.140753646259832,"degC",2.33751786207344e-05
"BC_emissions",1848,"global_tas",-0.124170020206515,-0.129155974974361,"degC",2.4859744947005e-05
"BC_emissions",1849,"global_tas",-0.110329609534695,-0.115468087740842,"degC",2.64039582750563e-05
"BC_emissions",1850,"global_tas",-0.097778557273817,-0.103070233059782,"degC",2.80018326237665e-05
"BC_emissions",1851,"global_tas",-0.0858251846303778,-0.0912677438964679,"degC",2.96214513649027e-05
"BC_emissions",1852,"global_tas",-0.0753545259934278,-0.0809490618829698,"degC",3.12988318193739e-05
"BC_emissions",1853,"global_tas",-0.0804172508898593,-0.0861682055997635,"degC",3.30734800753697e-05
"BC_emissions",1854,"global_tas",-0.0877740818313257,-0.0936829155275849,"degC",3.49143156500477e-05
"BC_emissions",1855,"global_tas",-0.0800801195474617,-0.0861475099257085,"degC",3.68132260020419e-05
"BC_emissions",1856,"global_tas",-0.0712018657194634,-0.0774347715901029,"degC",3.88491155922517e-05
"BC_emissions",1857,"global_tas",-0.078418426696077,-0.0848272148553973,"degC",4.10725656710441e-05
"BC_emissions",1858,"global_tas",-0.0730293214285598,-0.0796216766218806,"degC",4.34591469949035e-05
"BC_emissions",1859,"global_tas",-0.0608925379866843,-0.0676736821226944,"degC",4.59839157933447e-05
"BC_emissions",1860,"global_tas",-0.0489661736346584,-0.0559416740502314,"degC",4.86576060476604e-05
"BC_emissions",1861,"global_tas",-0.0441392050072843,-0.0512938979673413,"degC",5.11896313526891e-05
"BC_emissions",1862,"global_tas",-0.103801325359451,-0.111125845204013,"degC",5.364859095338e-05
"BC_emissions",1863,"global_tas",-0.120948803880303,-0.128398002414637,"degC",5.54905588039378e-05
"BC_emissions",1864,"global_tas",-0.102587455214955,-0.11016605387412,"degC",5.74351576367004e-05
"BC_emissions",1865,"global_tas",-0.0789675957234906,-0.086688040718232,"degC",5.96052709168266e-05
"BC_emissions",1866,"global_tas",-0.0582828478577779,-0.0661501339912437,"degC",6.18941911058238e-05
"BC_emissions",1867,"global_tas",-0.0424330715332506,-0.0504468177149326,"degC",6.42201278644215e-05
"BC_emissions",1868,"global_tas",-0.0305062550011505,-0.0386699838237516,"degC",6.66464682889678e-05
"BC_emissions",1869,"global_tas",-0.0201823525013504,-0.0284990088508217,"degC",6.91667728352005e-05
"BC_emissions",1870,"global_tas",-0.0118673440438888,-0.0203341496314864,"degC",7.16867968581746e-05
"BC_emissions",1871,"global_tas",-0.00393995704982326,-0.0125479604430075,"degC",7.40977224170714e-05
"BC_emissions",1872,"global_tas",0.00336387128210401,-0.00543114695156837,"degC",7.73523457306296e-05
"BC_emissions",1873,"global_tas",-0.0086716571896694,-0.0176487463107872,"degC",8.05881290884911e-05
"BC_emissions",1874,"global_tas",-0.00833179765356472,-0.0174655225291093,"degC",8.34249301021417e-05
"BC_emissions",1875,"global_tas",-0.00338492740755715,-0.0126552908461645,"degC",8.59396382838673e-05
"BC_emissions",1876,"global_tas",0.00163419118717397,-0.0077578514622456,"degC",8.82104651285162e-05
"BC_emissions",1877,"global_tas",0.00949219810602731,-1.65401815556222e-05,"degC",9.04161038217456e-05
"BC_emissions",1878,"global_tas",0.0176449070047101,0.00802429502269535,"degC",9.25561749084865e-05
"BC_emissions",1879,"global_tas",0.0242044451682782,0.0144535634517112,"degC",9.50796942504812e-05
"BC_emissions",1880,"global_tas",0.0263902078306457,0.0165002911989733,"degC",9.78104509814304e-05
"BC_emissions",1881,"global_tas",0.0283359916121589,0.0183288941023084,"degC",0.000100142000571657
"BC_emissions",1882,"global_tas",0.0341220747476188,0.0240035753081776,"degC",0.000102384030905972
"BC_emissions",1883,"global_tas",-0.00410188733260065,-0.0143218071707687,"degC",0.000104446761498582
"BC_emissions",1884,"global_tas",-0.164445755078364,-0.174753487568869,"degC",0.000106249349095809
"BC_emissions",1885,"global_tas",-0.192872644899406,-0.203247758313556,"degC",0.00010764297835647
"BC_emissions",1886,"global_tas",-0.153062926807374,-0.163487970795786,"degC",0.000108681542160326
"BC_emissions",1887,"global_tas",-0.118406669245608,-0.128879172680581,"degC",0.000109673328195527
"BC_emissions",1888,"global_tas",-0.0833580203183441,-0.0939141169071142,"degC",0.000111431175191445
"BC_emissions",1889,"global_tas",-0.0526697808291187,-0.0632689976294368,"degC",0.000112343396780145
"BC_emissions",1890,"global_tas",-0.0408702699587518,-0.0515399127111289,"degC",0.000113841276463353
"BC_emissions",1891,"global_tas",-0.0471467012273208,-0.0578949961772638,"degC",0.00011552584433097
"BC_emissions",1892,"global_tas",-0.0362541147087061,-0.0470700743846099,"degC",0.000116984983710775
"BC_emissions",1893,"global_tas",-0.0161653366814007,-0.0270419402530721,"degC",0.000118300505255294
"BC_emissions",1894,"global_tas",-0.000647066445740747,-0.0115581014695064,"degC",0.00011905068528984
"BC_emissions",1895,"global_tas",0.0114270057990231,0.000446743925998931,"degC",0.000120566150800188
"BC_emissions",1896,"global_tas",0.0214175929310525,0.01040527926526,"degC",0.0001212710522738
"BC_emissions",1897,"global_tas",0.0291427046914821,0.0181189841636374,"degC",0.000121522414276023
"BC_emissions",1898,"global_tas",0.0355580172018944,0.0245233519651402,"degC",0.000121763836887232
"BC_emissions",1899,"global_tas",0.0397302817578075,0.0286627002627424,"degC",0.000122491360149907
"BC_emissions",1900,"global_tas",0.0433268588659708,0.0322350089697093,"degC",0.000123029134121196
"BC_emissions",1901,"global_tas",0.0471246534876597,0.0360060614542577,"degC",0.000123623088805232
"BC_emissions",1902,"global_tas",0.0419889597392121,0.0308597520030324,"degC",0.000123859264835042
"BC_emissions",1903,"global_tas",-0.0313269484578896,-0.0425258181407992,"degC",0.000125414682174792
"BC_emissions",1904,"global_tas",-0.0537080897969484,-0.0649355961793908,"degC",0.000126056899567786
"BC_emissions",1905,"global_tas",-0.0360311402437983,-0.0473029740757621,"degC",0.000127054237935404
"BC_emissions",1906,"global_tas",-0.0132827349882609,-0.0246469844312593,"degC",0.000129146165402689
"BC_emissions",1907,"global_tas",-0.00916926720886295,-0.0207035779374176,"degC",0.000133040323982851
"BC_emissions",1908,"global_tas",-0.000956686220982638,-0.012540003636551,"degC",0.000134173242349808
"BC_emissions",1909,"global_tas",0.0116106126993977,-4.20739386964137e-05,"degC",0.000135785105885616
"BC_emissions",1910,"global_tas",0.0204042035692897,0.00864790479854861,"degC",0.000138210560786929
"BC_emissions",1911,"global_tas",0.028360419332487,0.0164717848481929,"degC",0.000141339629901146
"BC_emissions",1912,"global_tas",-0.00310672373487237,-0.0152088194079804,"degC",0.000146460719681059
"BC_emissions",1913,"global_tas",-0.0361381864022503,-0.0484740001659813,"degC",0.000152172301213457
"BC_emissions",1914,"global_tas",-0.0295055565624605,-0.0418994754098394,"degC",0.000153609224395414
"BC_emissions",1915,"global_tas",-0.00771815756755099,-0.020193293106237,"degC",0.000155629006708586
"BC_emissions",1916,"global_tas",0.0091935544464801,-0.00348591487362845,"degC",0.000160768942239574
"BC_emissions",1917,"global_tas",0.0204602494250631,0.00750080730561222,"degC",0.000167947140047398
"BC_emissions",1918,"global_tas",0.0293800430657451,0.0162006631265844,"degC",0.00017369605558075
"BC_emissions",1919,"global_tas",0.0408808582231948,0.0278835964317834,"degC",0.000168928814074484
"BC_emissions",1920,"global_tas",0.0483388161815293,0.0352928667335947,"degC",0.000170196796998066
"BC_emissions",1921,"global_tas",0.059677265908601,0.0466581917896391,"degC",0.000169496290915025
"BC_emissions",1922,"global_tas",0.0601169178609982,0.047109489678487,"degC",0.000169193187923185
"BC_emissions",1923,"global_tas",0.0587712199553502,0.0452731533550002,"degC",0.000182197801947484
"BC_emissions",1924,"global_tas",0.0658370368393193,0.0519375865022963,"degC",0.000193194719671367
"BC_emissions",1925,"global_tas",0.0728227402001004,0.0585554156394101,"degC",0.000203556550120077
"BC_emissions",1926,"global_tas",0.0789249554226461,0.0642637374501762,"degC",0.000214951312436275
"BC_emissions",1927,"global_tas",0.0822557799413344,0.0674514232651485,"degC",0.000219168976595732
"BC_emissions",1928,"global_tas",0.0834709459487666,0.068699255981431,"degC",0.000218202824491086
"BC_emissions",1929,"global_tas",0.0696197618042126,0.0548554292501208,"degC",0.000217985515767815
"BC_emissions",1930,"global_tas",0.0753238958146951,0.0608582482142973,"degC",0.000209254960498894
"BC_emissions",1931,"global_tas",0.0881687202385509,0.0741167266545257,"degC",0.000197458523685485
"BC_emissions",1932,"global_tas",0.0893757116103436,0.0757728338437197,"degC",0.000185038283533712
"BC_emissions",1933,"global_tas",0.0980186009425995,0.0846751213806494,"degC",0.000178048446820181
"BC_emissions",1934,"global_tas",0.106231004044309,0.0929985315964945,"degC",0.000175098327082178
"BC_emissions",1935,"global_tas",0.111232100942985,0.0980148789396746,"degC",0.000174694957484798
"BC_emissions",1936,"global_tas",0.113141144861953,0.0998512879975564,"degC",0.000176620295476138
"BC_emissions",1937,"global_tas",0.11346417548366,0.100108540322236,"degC",0.000178372990565076
"BC_emissions",1938,"global_tas",0.117855587278229,0.104680598251707,"degC",0.000173580335848975
"BC_emissions",1939,"global_tas",0.119636932173962,0.106592773084189,"degC",0.000170150086359324
"BC_emissions",1940,"global_tas",0.119143855071565,0.106146634052355,"degC",0.000168927754222191
"BC_emissions",1941,"global_tas",0.118711478078451,0.105656571962604,"degC",0.000170430573693584
"BC_emissions",1942,"global_tas",0.118121782833748,0.104902747583157,"degC",0.000174742892956388
"BC_emissions",1943,"global_tas",0.118846476810428,0.105379794730951,"degC",0.000181351526229706
"BC_emissions",1944,"global_tas",0.121526400993557,0.107812850703259,"degC",0.000188061461564528
"BC_emissions",1945,"global_tas",0.129696970511491,0.116150353468093,"degC",0.000183510833320473
"BC_emissions",1946,"global_tas",0.138189523408138,0.124902406855291,"degC",0.000176547466288947
"BC_emissions",1947,"global_tas",0.141518788551687,0.128397977711006,"degC",0.000172155677116942
"BC_emissions",1948,"global_tas",0.143108072369401,0.130115725370527,"degC",0.000168801080539146
"BC_emissions",1949,"global_tas",0.146165272670862,0.133521943612643,"degC",0.000159853769674403
"BC_emissions",1950,"global_tas",0.144811134743981,0.132671928741674,"degC",0.000147360322366428
"BC_emissions",1951,"global_tas",0.144933020627268,0.133406057605495,"degC",0.000132870876505339
"BC_emissions",1952,"global_tas",0.145647417316896,0.134717114754273,"degC",0.000119471514110483
"BC_emissions",1953,"global_tas",0.14632474676266,0.136109370431782,"degC",0.000104353913581456
"BC_emissions",1954,"global_tas",0.148496526555159,0.138973398324308,"degC",9.06899713012397e-05
"BC_emissions",1955,"global_tas",0.148134044607209,0.139309755113966,"degC",7.78680850605703e-05
"BC_emissions",1956,"global_tas",0.145115475034293,0.137026585320799,"degC",6.54301367970763e-05
"BC_emissions",1957,"global_tas",0.14132884370647,0.134150176300155,"degC",5.15332657304843e-05
"BC_emissions",1958,"global_tas",0.142066382055505,0.135699556229209,"degC",4.05364711023954e-05
"BC_emissions",1959,"global_tas",0.142686135620399,0.137187071218721,"degC",3.02397092938055e-05
"BC_emissions",1960,"global_tas",0.143561317807341,0.138735490880105,"degC",2.32886055316282e-05
"BC_emissions",1961,"global_tas",0.136286223128889,0.131958943581292,"degC",1.87253482830543e-05
"BC_emissions",1962,"global_tas",0.11914874957851,0.115179476258139,"degC",1.5755130691806e-05
"BC_emissions",1963,"global_tas",0.0409549680592069,0.0372473454768842,"degC",1.37464652129497e-05
"BC_emissions",1964,"global_tas",-0.0119394002361669,-0.0154685189926082,"degC",1.24546791970653e-05
"BC_emissions",1965,"global_tas",-0.0198698679540533,-0.0232207201706764,"degC",1.12282105776479e-05
"BC_emissions",1966,"global_tas",0.0124706113837597,0.00931228696810375,"degC",9.97501311452829e-06
"BC_emissions",1967,"global_tas",0.0237736854380153,0.0208160925112878,"degC",8.74735592022837e-06
"BC_emissions",1968,"global_tas",0.0365043338182845,0.033609083819402,"degC",8.3824725560288e-06
"BC_emissions",1969,"global_tas",0.0548448603559102,0.0520021830291098,"degC",8.08081438430468e-06
"BC_emissions",1970,"global_tas",0.0679503352437421,0.0651932195766146,"degC",7.60168680191975e-06
"BC_emissions",1971,"global_tas",0.071299773252754,0.0687207093593957,"degC",6.65157056602467e-06
"BC_emissions",1972,"global_tas",0.0802239453368047,0.0776084527718924,"degC",6.84080135711113e-06
"BC_emissions",1973,"global_tas",0.0995958090559749,0.0968718627681207,"degC",7.41988337911462e-06
"BC_emissions",1974,"global_tas",0.115756029506343,0.112987259046595,"degC",7.66608985877258e-06
"BC_emissions",1975,"global_tas",0.107181703977177,0.104448539960809,"degC",7.47018554036947e-06
"BC_emissions",1976,"global_tas",0.120046237119627,0.117108785218505,"degC",8.62862367140047e-06
"BC_emissions",1977,"global_tas",0.143856886200336,0.140590370902617,"degC",1.06701221902363e-05
"BC_emissions",1978,"global_tas",0.16851595566183,0.164932239970013,"degC",1.28430181597794e-05
"BC_emissions",1979,"global_tas",0.189699805087457,0.186002760100441,"degC",1.36681416360224e-05
"BC_emissions",1980,"global_tas",0.206246245394245,0.202797331349637,"degC",1.18950080870921e-05
"BC_emissions",1981,"global_tas",0.222694772337424,0.219818520221593,"degC",8.27282623382346e-06
"BC_emissions",1982,"global_tas",0.218116238486153,0.215918025488884,"degC",4.83214038135941e-06
"BC_emissions",1983,"global_tas",0.177371552556363,0.175762190413204,"degC",2.59004650783338e-06
"BC_emissions",1984,"global_tas",0.186350867177218,0.185122928108846,"degC",1.50783435563597e-06
"BC_emissions",1985,"global_tas",0.220458999842575,0.219619662733424,"degC",7.04486782796682e-07
"BC_emissions",1986,"global_tas",0.252576710808026,0.251855846944965,"degC",5.19644709067428e-07
"BC_emissions",1987,"global_tas",0.283374057680806,0.282740440722567,"degC",4.01470449768665e-07
"BC_emissions",1988,"global_tas",0.31586692263259,0.315361832966794,"degC",2.55115570494071e-07
"BC_emissions",1989,"global_tas",0.349036611710079,0.348514656240531,"degC",2.72437512191278e-07
"BC_emissions",1990,"global_tas",0.378046800573509,0.377880412589968,"degC",2.7684961066901e-08
"BC_emissions",1991,"global_tas",0.351274862034815,0.35131290150938,"degC",1.44700162517616e-09
"BC_emissions",1992,"global_tas",0.232476233619288,0.232679061570255,"degC",4.11391776936359e-08
"BC_emissions",1993,"global_tas",0.216433726147248,0.216639889847538,"degC",4.25034713172772e-08
"BC_emissions",1994,"global_tas",0.278665742508936,0.278582487530225,"degC",6.9313914801377e-09
"BC_emissions",1995,"global_tas",0.351867815879705,0.351214728072617,"degC",4.26523683766728e-07
"BC_emissions",1996,"global_tas",0.415407445403121,0.41467370048221,"degC",5.38381608962438e-07
"BC_emissions",1997,"global_tas",0.458013576943821,0.457171269964271,"degC",7.09481047799599e-07
"BC_emissions",1998,"global_tas",0.495847491800589,0.49545183295219,"degC",1.56545924316278e-07
"BC_emissions",1999,"global_tas",0.540425946803149,0.540744385274829,"degC",1.01403060246109e-07
"BC_emissions",2000,"global_tas",0.581355394704195,0.582843126633583,"degC",2.21334629371956e-06
"BC_emissions",2001,"global_tas",0.616262396786938,0.619075114290775,"degC",7.91137975639069e-06
"BC_emissions",2002,"global_tas",0.641519713664613,0.645764914003525,"degC",1.80217259175029e-05
"BC_emissions",2003,"global_tas",0.661311013485026,0.667225862158841,"degC",3.49854348341334e-05
"BC_emissions",2004,"global_tas",0.683171243870881,0.690968952224272,"degC",6.08042555645472e-05
"BC_emissions",2005,"global_tas",0.704824220162991,0.713275860067582,"degC",7.14302170768782e-05
"BC_emissions",1750,"RF_tot",0,0,"W/m2",0
"BC_emissions",1751,"RF_tot",0.00808674471399895,0.00806701795579423,"W/m2",3.89144989267445e-10
"BC_emissions",1752,"RF_tot",0.0141481305506288,0.014107121541397,"W/m2",1.6817388381708e-09
"BC_emissions",1753,"RF_tot",0.0132358342518202,0.0131713220653973,"W/m2",4.16182219706219e-09
"BC_emissions",1754,"RF_tot",0.00769611890075628,0.00760573766916783,"W/m2",8.16876702344383e-09
"BC_emissions",1755,"RF_tot",-0.00919741905078397,-0.00930968128224463,"W/m2",1.26028086125264e-08
"BC_emissions",1756,"RF_tot",-0.231120663285175,-0.231251318315139,"W/m2",1.70707368548966e-08
"BC_emissions",1757,"RF_tot",-0.107799438303892,-0.107960508264378,"W/m2",2.59435321710095e-08
"BC_emissions",1758,"RF_tot",-0.0251465463687985,-0.0253275845668743,"W/m2",3.27748291625327e-08
"BC_emissions",1759,"RF_tot",0.00210809507650134,0.00190435046038373,"W/m2",4.15118685969111e-08
"BC_emissions",1760,"RF_tot",0.00737517139350974,0.00714691653019095,"W/m2",5.21002826286789e-08
"BC_emissions",1761,"RF_tot",0.0158221295951493,0.0155676985418947,"W/m2",6.47351608602565e-08
"BC_emissions",1762,"RF_tot",-0.885289868959996,-0.885568824045792,"W/m2",7.78159398917052e-08
"BC_emissions",1763,"RF_tot",-0.605690445576873,-0.605997758137703,"W/m2",9.44410100439933e-08
"BC_emissions",1764,"RF_tot",-0.193454576140688,-0.193784824575705,"W/m2",1.09064028831141e-07
"BC_emissions",1765,"RF_tot",-0.0597822258082061,-0.0601473908682544,"W/m2",1.33345521080038e-07
"BC_emissions",1766,"RF_tot",-0.3400960045901,-0.340484178965754,"W/m2",1.50679345914006e-07
"BC_emissions",1767,"RF_tot",-0.392339211416368,-0.39275573425398,"W/m2",1.73491274251852e-07
"BC_emissions",1768,"RF_tot",-0.144783694772727,-0.145236640463773,"W/m2",2.05159799037171e-07
"BC_emissions",1769,"RF_tot",-0.0361057853001421,-0.0365819191268422,"W/m2",2.26703420928068e-07
"BC_emissions",1770,"RF_tot",-0.131520721220019,-0.132025193006987,"W/m2",2.5449178384646e-07
"BC_emissions",1771,"RF_tot",-0.0698812930731436,-0.0704122439433108,"W/m2",2.81908826531297e-07
"BC_emissions",1772,"RF_tot",-0.0028368706375661,-0.00340005594483817,"W/m2",3.17177690327128e-07
"BC_emissions",1773,"RF_tot",0.01875121229465,0.0181528807055145,"W/m2",3.5800069055751e-07
"BC_emissions",1774,"RF_tot",0.0144353404510584,0.0137945232604919,"W/m2",4.10646671725571e-07
